;Variety;Sugar content (g/l);x.397.32;x.400.2;x.403.09;x.405.97;x.408.85;x.411.74;x.414.63;x.417.52;x.420.4;x.423.29;x.426.19;x.429.08;x.431.97;x.434.87;x.437.76;x.440.66;x.443.56;x.446.45;x.449.35;x.452.25;x.455.16;x.458.06;x.460.96;x.463.87;x.466.77;x.469.68;x.472.59;x.475.5;x.478.41;x.481.32;x.484.23;x.487.14;x.490.06;x.492.97;x.495.89;x.498.8;x.501.72;x.504.64;x.507.56;x.510.48;x.513.4;x.516.33;x.519.25;x.522.18;x.525.1;x.528.03;x.530.96;x.533.89;x.536.82;x.539.75;x.542.68;x.545.62;x.548.55;x.551.49;x.554.43;x.557.36;x.560.3;x.563.24;x.566.18;x.569.12;x.572.07;x.575.01;x.577.96;x.580.9;x.583.85;x.586.8;x.589.75;x.592.7;x.595.65;x.598.6;x.601.55;x.604.51;x.607.46;x.610.42;x.613.38;x.616.34;x.619.3;x.622.26;x.625.22;x.628.18;x.631.15;x.634.11;x.637.08;x.640.04;x.643.01;x.645.98;x.648.95;x.651.92;x.654.89;x.657.87;x.660.84;x.663.81;x.666.79;x.669.77;x.672.75;x.675.73;x.678.71;x.681.69;x.684.67;x.687.65;x.690.64;x.693.62;x.696.61;x.699.6;x.702.58;x.705.57;x.708.57;x.711.56;x.714.55;x.717.54;x.720.54;x.723.53;x.726.53;x.729.53;x.732.53;x.735.53;x.738.53;x.741.53;x.744.53;x.747.54;x.750.54;x.753.55;x.756.56;x.759.56;x.762.57;x.765.58;x.768.6;x.771.61;x.774.62;x.777.64;x.780.65;x.783.67;x.786.68;x.789.7;x.792.72;x.795.74;x.798.77;x.801.79;x.804.81;x.807.84;x.810.86;x.813.89;x.816.92;x.819.95;x.822.98;x.826.01;x.829.04;x.832.07;x.835.11;x.838.14;x.841.18;x.844.22;x.847.25;x.850.29;x.853.33;x.856.37;x.859.42;x.862.46;x.865.5;x.868.55;x.871.6;x.874.64;x.877.69;x.880.74;x.883.79;x.886.84;x.889.9;x.892.95;x.896.01;x.899.06;x.902.12;x.905.18;x.908.24;x.911.3;x.914.36;x.917.42;x.920.48;x.923.55;x.926.61;x.929.68;x.932.74;x.935.81;x.938.88;x.941.95;x.945.02;x.948.1;x.951.17;x.954.24;x.957.32;x.960.4;x.963.47;x.966.55;x.969.63;x.972.71;x.975.79;x.978.88;x.981.96;x.985.05;x.988.13;x.991.22;x.994.31;x.997.4;x.1000.4;x.1003.5
78;MAUZAC;180.081;0.15417973;0.13080772;0.11602838;0.10632318;0.09890382;0.09234538;0.08620651;0.08137915;0.07720653;0.07375300;0.07068841;0.06820871;0.06586383;0.06451482;0.06331042;0.06244003;0.06260382;0.06250729;0.06311014;0.06362256;0.06323403;0.06298059;0.06243053;0.06161425;0.06074842;0.06001758;0.05933521;0.05905680;0.05878475;0.05845980;0.05840825;0.05843482;0.05956095;0.06079508;0.06350090;0.06672724;0.07108028;0.07618841;0.08268299;0.08991910;0.09807084;0.10646568;0.11494185;0.12310351;0.13043063;0.13632116;0.14113628;0.14459276;0.14740161;0.14988543;0.15282774;0.15483128;0.15662768;0.15767035;0.15854311;0.15827561;0.15801230;0.15691834;0.15569236;0.15338785;0.15127024;0.14868155;0.14689987;0.14502949;0.14396333;0.14282054;0.14202672;0.14159921;0.14182141;0.14166800;0.14158531;0.14089525;0.13990501;0.13844792;0.13676000;0.13445399;0.13342109;0.13273425;0.13322665;0.13372065;0.13423818;0.13278480;0.12923135;0.12334063;0.11641575;0.10965682;0.10478750;0.10160530;0.09914815;0.09479829;0.08833720;0.08148573;0.07635202;0.07350993;0.07347019;0.07566084;0.08067812;0.09011865;0.10707935;0.13216967;0.16370926;0.19757197;0.22929601;0.25609136;0.27849740;0.29695682;0.31234317;0.32468032;0.33625071;0.34570495;0.35492182;0.36312766;0.37026153;0.37497147;0.38007208;0.38470637;0.38937277;0.39243092;0.39583918;0.39918320;0.40085094;0.40402888;0.40873455;0.41067340;0.41102674;0.41254802;0.41440284;0.41553476;0.41744147;0.42046038;0.42295053;0.42424780;0.42672064;0.42853825;0.43099827;0.43331206;0.43657374;0.43926394;0.44096359;0.44264925;0.44451669;0.44555049;0.44705185;0.44807410;0.44867877;0.44764354;0.44697036;0.44629023;0.44524975;0.44506508;0.44597087;0.44712853;0.44924717;0.45243620;0.45590224;0.45728360;0.45772438;0.45594822;0.45541309;0.45287595;0.45385722;0.45245894;0.45179100;0.45100454;0.45019956;0.44894649;0.44808697;0.44710597;0.44534622;0.44569464;0.44470853;0.44268725;0.44318318;0.44061807;0.43813479;0.43828973;0.43577979;0.43248620;0.42887881;0.42108017;0.41294714;0.40439830;0.39595876;0.38526835;0.37637483;0.36184735;0.34523509;0.32870515;0.31697772;0.30774177;0.30095211;0.30037390;0.29949842;0.29569440;0.30094082;0.30137382;0.30278652;0.30618237;0.31215750;0.31952373;0.32447022;0.33535624;0.34142097;0.32050103
79;MAUZAC;158.202;0.15166261;0.13054933;0.11552780;0.10447793;0.09705375;0.08846775;0.08406977;0.07930949;0.07507647;0.07173584;0.06845948;0.06585120;0.06389732;0.06261712;0.06093659;0.06043269;0.06036307;0.06051263;0.06100091;0.06110114;0.06099011;0.06058623;0.06007683;0.05922801;0.05856805;0.05783395;0.05721258;0.05651980;0.05634740;0.05594423;0.05597401;0.05599481;0.05685799;0.05841080;0.06064615;0.06360316;0.06773645;0.07281301;0.07905570;0.08617477;0.09394594;0.10208904;0.11057146;0.11863296;0.12573974;0.13146611;0.13620077;0.13965312;0.14259701;0.14499006;0.14766798;0.14970053;0.15130795;0.15215525;0.15286590;0.15267666;0.15236075;0.15113920;0.14961496;0.14724087;0.14488882;0.14226874;0.14043056;0.13868125;0.13729827;0.13614257;0.13546939;0.13504419;0.13510999;0.13509041;0.13499414;0.13444508;0.13363309;0.13233089;0.13059529;0.12850941;0.12753049;0.12678973;0.12740956;0.12788022;0.12834876;0.12696597;0.12360920;0.11768963;0.11099361;0.10447328;0.09990967;0.09696123;0.09484846;0.09095759;0.08498694;0.07848495;0.07382243;0.07134425;0.07131095;0.07342025;0.07849962;0.08800514;0.10463831;0.12944000;0.16100230;0.19491652;0.22731048;0.25489416;0.27878531;0.29825336;0.31487016;0.32847357;0.34087212;0.35200406;0.36246556;0.37095931;0.37938319;0.38581160;0.39224880;0.39748948;0.40292585;0.40718877;0.41167728;0.41541340;0.41859055;0.42243143;0.42808788;0.43007222;0.43088394;0.43285474;0.43621170;0.43751505;0.44037397;0.44390348;0.44712064;0.44998544;0.45250306;0.45503588;0.45846452;0.46119392;0.46543434;0.46813354;0.47168550;0.47471034;0.47662018;0.47869968;0.48093644;0.48219803;0.48269896;0.48284970;0.48272651;0.48197369;0.48149813;0.48141257;0.48364671;0.48538779;0.48726080;0.49179816;0.49610519;0.49770071;0.49960359;0.49679283;0.49679759;0.49553388;0.49642992;0.49634299;0.49610575;0.49405099;0.49357364;0.49259968;0.49319297;0.49235685;0.49052373;0.48964744;0.49045897;0.48992620;0.48855211;0.48764241;0.48498207;0.48555728;0.48196248;0.47796359;0.47434454;0.46520915;0.45834906;0.44961274;0.43649551;0.42683488;0.41371259;0.39883111;0.38137231;0.36259256;0.34956164;0.34046427;0.33545616;0.32926002;0.32836653;0.32836817;0.32897966;0.33344597;0.33469529;0.33982829;0.34528202;0.35397023;0.35729573;0.36981789;0.37966695;0.35074160
80;MAUZAC;166.617;0.15163206;0.12973784;0.11357910;0.10177985;0.09473403;0.08797602;0.08180389;0.07718561;0.07385201;0.06983543;0.06666528;0.06450828;0.06217446;0.06054041;0.05942299;0.05880252;0.05817492;0.05850236;0.05866740;0.05903968;0.05892827;0.05859931;0.05793794;0.05730008;0.05624480;0.05526975;0.05501259;0.05434028;0.05428645;0.05390192;0.05369618;0.05387931;0.05469522;0.05597344;0.05818275;0.06109698;0.06522564;0.07009173;0.07630277;0.08331759;0.09128681;0.09961178;0.10821605;0.11651190;0.12375186;0.12981190;0.13474374;0.13804140;0.14103266;0.14332376;0.14625558;0.14828840;0.14978789;0.15052732;0.15137119;0.15089489;0.15048260;0.14897758;0.14732742;0.14449262;0.14182740;0.13893063;0.13678522;0.13474167;0.13332286;0.13176163;0.13081462;0.13030916;0.12996132;0.12966978;0.12939770;0.12847813;0.12721561;0.12569033;0.12361190;0.12129359;0.11996141;0.11917283;0.11949654;0.11980131;0.12020717;0.11855865;0.11510372;0.10932500;0.10281658;0.09621991;0.09184740;0.08909983;0.08694642;0.08318571;0.07775048;0.07190451;0.06772824;0.06591134;0.06639886;0.06891091;0.07405730;0.08325867;0.09857114;0.12155787;0.15114505;0.18364556;0.21544124;0.24259471;0.26601697;0.28550105;0.30178287;0.31524947;0.32794757;0.33876464;0.34915730;0.35747236;0.36564222;0.37111387;0.37738376;0.38188636;0.38617028;0.38993035;0.39351153;0.39655480;0.39864572;0.40133172;0.40571647;0.40761741;0.40707741;0.40896708;0.41078512;0.41207786;0.41358506;0.41608307;0.41854418;0.41995708;0.42262216;0.42489802;0.42681997;0.42867889;0.43175619;0.43412489;0.43666556;0.43880851;0.43972532;0.44155608;0.44276261;0.44334522;0.44359665;0.44349575;0.44272997;0.44156478;0.44050697;0.44031694;0.44089170;0.44173775;0.44425094;0.44728675;0.45132291;0.45202781;0.45277959;0.45150607;0.44984465;0.44885880;0.44804344;0.44844973;0.44741631;0.44593291;0.44597055;0.44433180;0.44317277;0.44286360;0.44206830;0.44070708;0.43927861;0.43937290;0.43792879;0.43763900;0.43527585;0.43463309;0.43123095;0.42680899;0.42275734;0.41646491;0.40979143;0.40053474;0.39059486;0.38161541;0.37023259;0.35506607;0.34218131;0.32521244;0.31048536;0.30439295;0.29769397;0.29475606;0.29314073;0.29244019;0.29210902;0.29565438;0.29857937;0.30459481;0.30845063;0.31621144;0.31957673;0.32886352;0.33756891;0.32332955
81;MAUZAC;166.617;0.15382045;0.13083587;0.11563473;0.10415445;0.09693079;0.09039019;0.08441116;0.07957089;0.07594729;0.07224335;0.06943066;0.06685907;0.06481575;0.06385487;0.06236268;0.06143814;0.06132383;0.06151981;0.06209068;0.06250814;0.06228233;0.06177351;0.06117609;0.06040932;0.05967706;0.05888669;0.05822490;0.05793057;0.05740903;0.05729360;0.05721400;0.05716762;0.05821656;0.05955093;0.06182989;0.06485316;0.06872750;0.07387945;0.07988296;0.08678248;0.09462264;0.10251671;0.11076286;0.11861940;0.12545750;0.13113247;0.13584991;0.13920654;0.14193975;0.14448281;0.14736580;0.14924392;0.15078115;0.15188073;0.15280414;0.15251051;0.15212506;0.15102806;0.14973756;0.14718243;0.14485487;0.14241893;0.14066999;0.13894969;0.13765991;0.13641988;0.13551063;0.13526403;0.13526590;0.13523062;0.13516706;0.13455681;0.13373400;0.13246894;0.13057376;0.12850170;0.12754887;0.12666097;0.12708280;0.12757801;0.12805381;0.12681727;0.12328024;0.11757944;0.11102268;0.10447776;0.09991048;0.09703872;0.09480258;0.09076573;0.08478337;0.07829397;0.07333611;0.07041288;0.06973650;0.07103481;0.07485792;0.08312481;0.09878607;0.12290669;0.15417035;0.18791966;0.22039566;0.24828216;0.27229948;0.29182261;0.30859785;0.32175306;0.33465570;0.34485426;0.35529320;0.36337255;0.37134212;0.37753033;0.38332993;0.38842001;0.39333228;0.39794178;0.40170196;0.40586182;0.40888175;0.41325327;0.41851594;0.41969692;0.42114487;0.42383507;0.42757808;0.42950021;0.43291290;0.43614620;0.43915711;0.44163477;0.44443259;0.44772609;0.45109667;0.45358829;0.45711619;0.46072966;0.46378550;0.46717280;0.46854117;0.47075337;0.47234741;0.47321995;0.47472992;0.47466039;0.47397577;0.47318340;0.47326239;0.47385150;0.47546711;0.47699536;0.47900305;0.48275317;0.48691827;0.48987354;0.48895379;0.48788781;0.48877732;0.48726482;0.48786753;0.48649043;0.48809439;0.48576073;0.48605790;0.48452787;0.48459727;0.48311604;0.48204077;0.48161536;0.48196658;0.48082856;0.47917677;0.47931309;0.47808854;0.47744085;0.47368642;0.46895883;0.46415411;0.45693112;0.44845700;0.43871000;0.42787358;0.41831619;0.40445236;0.39069289;0.37473096;0.35541725;0.34175939;0.33183770;0.32710700;0.32389870;0.32237270;0.32121925;0.32228319;0.32584835;0.32714557;0.33167497;0.33631756;0.34390528;0.35407317;0.35858300;0.37190258;0.34514545
82;MAUZAC;175.032;0.14050201;0.12161104;0.10767595;0.09821965;0.09117692;0.08487146;0.08048733;0.07636967;0.07245585;0.06898419;0.06612100;0.06371300;0.06218384;0.06126377;0.05970645;0.05922001;0.05948127;0.05977881;0.06038411;0.06087999;0.06037143;0.06001520;0.05987687;0.05907657;0.05834823;0.05768856;0.05721488;0.05686464;0.05635974;0.05615585;0.05604606;0.05627534;0.05727321;0.05894247;0.06123320;0.06439081;0.06854859;0.07370471;0.08014279;0.08723022;0.09494502;0.10311908;0.11171004;0.11976594;0.12688623;0.13280983;0.13769085;0.14110526;0.14402062;0.14657097;0.14966562;0.15180601;0.15334128;0.15440252;0.15520583;0.15510674;0.15481049;0.15369901;0.15250914;0.15029811;0.14802850;0.14582518;0.14413736;0.14241905;0.14112271;0.14008910;0.13922477;0.13875896;0.13881964;0.13859836;0.13850558;0.13778032;0.13673681;0.13546174;0.13365314;0.13152880;0.13042962;0.12979872;0.13021428;0.13072868;0.13100953;0.12941566;0.12576411;0.11983093;0.11298672;0.10621522;0.10145642;0.09831278;0.09585919;0.09167455;0.08551427;0.07890541;0.07412753;0.07174156;0.07186246;0.07424375;0.07947702;0.08915870;0.10565562;0.13025492;0.16092375;0.19398262;0.22561247;0.25191399;0.27454860;0.29334180;0.30882820;0.32100724;0.33244186;0.34236633;0.35218312;0.35973291;0.36672084;0.37241032;0.37775315;0.38207944;0.38673606;0.39051194;0.39402868;0.39673332;0.39899609;0.40178567;0.40613120;0.40709311;0.40720496;0.40924083;0.41176923;0.41263456;0.41518578;0.41785549;0.41989520;0.42128303;0.42330995;0.42495839;0.42727006;0.42908234;0.43231966;0.43459635;0.43733358;0.43870269;0.44016466;0.44104024;0.44247203;0.44227362;0.44249094;0.44276493;0.44176926;0.44054924;0.43977749;0.43985378;0.44052535;0.44203677;0.44278777;0.44662698;0.44994215;0.45052820;0.45061505;0.44905334;0.44853173;0.44697179;0.44604529;0.44648675;0.44583077;0.44349238;0.44368300;0.44271121;0.44086656;0.44095098;0.43956234;0.43813385;0.43728398;0.43820844;0.43547012;0.43596094;0.43228220;0.43272194;0.42995474;0.42539369;0.42152278;0.41307079;0.40704901;0.39977621;0.38954261;0.38121667;0.36871890;0.35503167;0.34301567;0.32470404;0.31194060;0.30436958;0.29991537;0.29645295;0.29500359;0.29740378;0.29666491;0.29858278;0.30348409;0.30639323;0.31079413;0.31548227;0.32460034;0.33388494;0.34443102;0.31496294
83;MAUZAC;168.300;0.15287585;0.13077951;0.11451837;0.10534707;0.09680207;0.08915120;0.08422380;0.07938133;0.07545860;0.07216191;0.06871819;0.06637845;0.06414964;0.06295631;0.06166789;0.06122182;0.06069404;0.06100468;0.06143102;0.06155248;0.06160275;0.06109217;0.06062136;0.05968386;0.05885915;0.05802946;0.05739051;0.05701711;0.05680231;0.05652229;0.05630996;0.05646017;0.05736968;0.05882588;0.06129197;0.06428089;0.06852092;0.07377359;0.08012306;0.08716066;0.09513817;0.10317676;0.11156128;0.11948831;0.12640402;0.13209991;0.13677164;0.13972655;0.14266915;0.14466880;0.14721432;0.14926399;0.15071538;0.15159488;0.15230138;0.15196170;0.15155993;0.15028703;0.14883649;0.14638741;0.14414061;0.14151064;0.13965040;0.13792334;0.13664894;0.13541162;0.13440331;0.13420390;0.13417761;0.13407723;0.13376242;0.13322440;0.13223722;0.13069740;0.12888198;0.12684507;0.12569002;0.12501747;0.12550139;0.12590738;0.12634324;0.12494320;0.12155902;0.11576351;0.10908881;0.10258343;0.09815438;0.09530770;0.09303986;0.08901476;0.08295770;0.07674294;0.07231567;0.06989261;0.07026815;0.07288763;0.07819777;0.08796419;0.10474748;0.12955827;0.16037477;0.19363313;0.22492854;0.25131833;0.27391353;0.29243787;0.30811719;0.32084850;0.33269027;0.34296727;0.35334513;0.36126988;0.36940256;0.37572339;0.38174180;0.38701909;0.39209794;0.39636397;0.40018633;0.40365505;0.40632783;0.41001934;0.41505658;0.41627972;0.41704918;0.42014803;0.42290747;0.42447053;0.42686766;0.43095461;0.43335955;0.43569152;0.43803012;0.44093282;0.44399477;0.44692330;0.45009673;0.45303142;0.45678421;0.45921150;0.46125758;0.46275936;0.46423088;0.46602263;0.46694527;0.46758320;0.46631684;0.46626729;0.46639670;0.46711315;0.46798138;0.47011784;0.47270490;0.47639658;0.48067427;0.48205132;0.48244560;0.48195983;0.48131466;0.48088199;0.48023805;0.48080767;0.48109083;0.47987368;0.47893023;0.47866943;0.47725291;0.47818171;0.47529210;0.47540568;0.47609075;0.47460247;0.47471961;0.47364075;0.47262490;0.47253699;0.46928882;0.46538783;0.46072554;0.45392733;0.44620091;0.43678410;0.42746159;0.41799697;0.40789997;0.39129385;0.37507959;0.35755554;0.34446440;0.33453680;0.32748544;0.32486002;0.32660518;0.32367122;0.32617726;0.32621098;0.33221766;0.33473679;0.34063932;0.34615986;0.35740419;0.36366703;0.37602019;0.34319398
84;MAUZAC;175.032;0.14493942;0.12438228;0.11027579;0.09976543;0.09178581;0.08630203;0.08004402;0.07661027;0.07263126;0.06939652;0.06620927;0.06385132;0.06184908;0.06069513;0.05970709;0.05959488;0.05936667;0.05949689;0.06012472;0.06060829;0.06037323;0.06016851;0.05958401;0.05887487;0.05826258;0.05745206;0.05702305;0.05665735;0.05655448;0.05618329;0.05606206;0.05619091;0.05729297;0.05894897;0.06136371;0.06450297;0.06883866;0.07408390;0.08036134;0.08744680;0.09512922;0.10317182;0.11144805;0.11933797;0.12616899;0.13163306;0.13622113;0.13933315;0.14234285;0.14459959;0.14708027;0.14921206;0.15069256;0.15181926;0.15265454;0.15244785;0.15207103;0.15091369;0.14981673;0.14740343;0.14548350;0.14315676;0.14136682;0.13969271;0.13854518;0.13734354;0.13645100;0.13635824;0.13630165;0.13613760;0.13598894;0.13535670;0.13435615;0.13277202;0.13105170;0.12902189;0.12816436;0.12729008;0.12779909;0.12833503;0.12871717;0.12729409;0.12385830;0.11815811;0.11160032;0.10491695;0.10044708;0.09760822;0.09514466;0.09094640;0.08475329;0.07821317;0.07343008;0.07086942;0.07105668;0.07347916;0.07867371;0.08851269;0.10526537;0.12981266;0.16019900;0.19212274;0.22212430;0.24691987;0.26794934;0.28517467;0.29944159;0.31098808;0.32157739;0.33086459;0.33981197;0.34695316;0.35359862;0.35852318;0.36373146;0.36778072;0.37173568;0.37505256;0.37821636;0.38077864;0.38269848;0.38632493;0.38940687;0.39018531;0.39113059;0.39287409;0.39461253;0.39600053;0.39869587;0.40068879;0.40299967;0.40442925;0.40676055;0.40820146;0.41076052;0.41281581;0.41567405;0.41741990;0.42042967;0.42315305;0.42438834;0.42456341;0.42647385;0.42647987;0.42756854;0.42747557;0.42626609;0.42551338;0.42499737;0.42476379;0.42570821;0.42760619;0.42921879;0.43331060;0.43605635;0.43728898;0.43792717;0.43570713;0.43517680;0.43393785;0.43361573;0.43363106;0.43307689;0.43238850;0.43195598;0.42978521;0.43013816;0.42903226;0.42831689;0.42724524;0.42702136;0.42515037;0.42444133;0.42351954;0.42154328;0.42157007;0.41957434;0.41484221;0.41204742;0.40491453;0.39908573;0.39043524;0.38272957;0.37415131;0.36204230;0.35003761;0.33468035;0.32121629;0.30626878;0.30054663;0.29305015;0.29315492;0.29255243;0.29089104;0.29373910;0.29418471;0.29729218;0.30025437;0.30609346;0.30984228;0.31965365;0.32985194;0.33464159;0.31389426
85;MAUZAC;186.813;0.14823735;0.12592169;0.11154002;0.10143690;0.09434377;0.08709139;0.08196970;0.07799133;0.07423955;0.07066921;0.06788082;0.06579180;0.06373899;0.06278042;0.06136512;0.06110003;0.06121936;0.06132912;0.06187310;0.06218676;0.06206274;0.06186637;0.06111149;0.06057213;0.05983751;0.05927078;0.05845650;0.05805423;0.05764862;0.05733615;0.05712105;0.05741105;0.05850238;0.06023452;0.06264333;0.06604105;0.07027186;0.07554669;0.08187562;0.08894712;0.09679006;0.10455658;0.11265688;0.12038119;0.12696944;0.13234715;0.13691422;0.14004406;0.14260686;0.14491079;0.14755401;0.14954500;0.15094810;0.15197471;0.15271600;0.15251563;0.15229446;0.15127720;0.15033341;0.14838156;0.14653050;0.14437613;0.14285083;0.14142070;0.14050481;0.13930187;0.13873291;0.13861079;0.13869867;0.13868298;0.13869751;0.13823272;0.13744609;0.13605444;0.13444712;0.13255185;0.13172133;0.13108400;0.13177247;0.13237078;0.13293432;0.13150410;0.12810705;0.12262496;0.11597979;0.10935155;0.10492337;0.10187363;0.09932295;0.09507875;0.08864113;0.08177978;0.07689532;0.07418387;0.07429366;0.07670287;0.08220090;0.09242292;0.10984745;0.13502490;0.16589254;0.19760998;0.22734236;0.25173359;0.27228246;0.28886310;0.30298970;0.31392811;0.32454761;0.33304403;0.34231297;0.34927732;0.35644899;0.36133787;0.36687970;0.37132803;0.37593177;0.37934626;0.38322797;0.38665063;0.38894702;0.39231518;0.39639771;0.39743883;0.39787433;0.40092520;0.40370370;0.40573507;0.40882939;0.41094348;0.41402159;0.41579062;0.41878165;0.42038907;0.42365302;0.42572866;0.42944263;0.43193599;0.43538434;0.43733094;0.43922840;0.44068546;0.44201418;0.44353081;0.44420464;0.44488192;0.44453032;0.44455345;0.44398307;0.44444354;0.44612869;0.44726132;0.44986795;0.45385945;0.45744190;0.45907020;0.45923959;0.45796692;0.45730481;0.45695268;0.45749327;0.45833240;0.45752782;0.45742238;0.45646487;0.45514568;0.45490116;0.45421733;0.45434690;0.45263914;0.45316003;0.45179470;0.45119057;0.45164999;0.44887969;0.44905098;0.44561909;0.44365748;0.43953689;0.43251584;0.42764903;0.41682786;0.40806692;0.40111157;0.38982184;0.37545914;0.35944514;0.34496552;0.33071165;0.32378720;0.31614850;0.31335944;0.31593707;0.31463933;0.31506328;0.31455264;0.32004096;0.32372358;0.32807299;0.33408462;0.34359616;0.35203723;0.36177813;0.33686553
86;MAUZAC;181.764;0.14380246;0.12202329;0.10890236;0.09843154;0.09167374;0.08565080;0.08014358;0.07549945;0.07199935;0.06896459;0.06605454;0.06382408;0.06230789;0.06125417;0.06015785;0.05920116;0.05932260;0.05988151;0.06027768;0.06024807;0.06014418;0.05989075;0.05932446;0.05862356;0.05801583;0.05716511;0.05671565;0.05627719;0.05608570;0.05562064;0.05552727;0.05579828;0.05686543;0.05833994;0.06074600;0.06391941;0.06812929;0.07331018;0.07947546;0.08640245;0.09394337;0.10177617;0.10972900;0.11720516;0.12393651;0.12938115;0.13371612;0.13688233;0.13964162;0.14187481;0.14469583;0.14660154;0.14822958;0.14911914;0.15008404;0.14998355;0.14973694;0.14879684;0.14782154;0.14589343;0.14391283;0.14185223;0.14037033;0.13885475;0.13791171;0.13684645;0.13609066;0.13597423;0.13607831;0.13595007;0.13591597;0.13528417;0.13440843;0.13301886;0.13128296;0.12933076;0.12835599;0.12772750;0.12818553;0.12868186;0.12897421;0.12765407;0.12441934;0.11862864;0.11213711;0.10559399;0.10097363;0.09810465;0.09566990;0.09143923;0.08506448;0.07843354;0.07338801;0.07062093;0.07050836;0.07254612;0.07735535;0.08685891;0.10343080;0.12758119;0.15727173;0.18839501;0.21722909;0.24088710;0.26098496;0.27715258;0.29087062;0.30168229;0.31145377;0.31953749;0.32811131;0.33485727;0.34101167;0.34543611;0.35035033;0.35411486;0.35800538;0.36153300;0.36441644;0.36703463;0.36861681;0.37147537;0.37511496;0.37603667;0.37600535;0.37806410;0.38014089;0.38085500;0.38351119;0.38566963;0.38785180;0.38921628;0.39097646;0.39284968;0.39459303;0.39639672;0.39956507;0.40134894;0.40366235;0.40613223;0.40659373;0.40776563;0.40898251;0.40959498;0.40962548;0.41012527;0.40910987;0.40858895;0.40753755;0.40798535;0.40871216;0.40996228;0.41157555;0.41485065;0.41790093;0.41906289;0.41959325;0.41831629;0.41710940;0.41600384;0.41567407;0.41562498;0.41550520;0.41472920;0.41476069;0.41276528;0.41197314;0.41091536;0.41045685;0.40988442;0.40840503;0.40807463;0.40743084;0.40741216;0.40589180;0.40582276;0.40390194;0.40231929;0.39830434;0.39146471;0.38567684;0.37780800;0.37143643;0.36351929;0.35340169;0.34183616;0.32834334;0.31613241;0.30244263;0.29427418;0.29056257;0.28824404;0.28694750;0.28971937;0.28920031;0.29210538;0.29346752;0.29957322;0.30536139;0.31088198;0.31888729;0.32487882;0.33707957;0.31864681
87;MAUZAC;178.398;0.14356100;0.12056319;0.10723339;0.09607270;0.08945654;0.08303765;0.07786425;0.07384557;0.07042627;0.06671397;0.06395488;0.06209040;0.06026822;0.05871272;0.05797718;0.05731601;0.05745100;0.05772124;0.05799393;0.05840976;0.05814048;0.05790084;0.05718970;0.05650738;0.05616252;0.05529437;0.05464527;0.05417390;0.05401225;0.05371496;0.05369321;0.05378725;0.05477781;0.05640680;0.05877945;0.06176469;0.06602018;0.07122798;0.07723249;0.08398780;0.09150906;0.09921520;0.10715123;0.11470908;0.12135862;0.12668297;0.13119398;0.13425928;0.13688773;0.13904429;0.14186614;0.14392532;0.14562020;0.14665941;0.14754957;0.14749165;0.14741029;0.14648555;0.14549118;0.14360285;0.14172771;0.13963760;0.13818765;0.13662402;0.13568110;0.13455361;0.13387687;0.13367252;0.13379882;0.13366623;0.13359298;0.13301925;0.13187537;0.13049068;0.12880391;0.12706499;0.12613946;0.12556920;0.12617220;0.12679496;0.12715601;0.12580780;0.12244389;0.11690073;0.11025989;0.10386725;0.09942371;0.09653698;0.09411103;0.08999097;0.08380504;0.07718077;0.07235986;0.06979618;0.06990675;0.07223680;0.07739876;0.08721207;0.10432834;0.12918691;0.15998881;0.19213363;0.22232093;0.24710286;0.26886783;0.28576483;0.30032869;0.31205866;0.32296844;0.33213110;0.34138130;0.34841577;0.35567611;0.36077864;0.36612634;0.37094351;0.37506893;0.37908250;0.38253496;0.38562065;0.38805874;0.39132817;0.39571805;0.39706549;0.39729095;0.40019968;0.40338057;0.40509628;0.40751329;0.41078584;0.41391943;0.41528625;0.41814169;0.42051486;0.42332703;0.42570894;0.43009749;0.43238682;0.43527932;0.43758608;0.43969270;0.44080764;0.44295487;0.44348590;0.44493510;0.44588656;0.44504779;0.44454527;0.44439391;0.44589048;0.44714585;0.44855012;0.45048828;0.45474432;0.45799698;0.45983462;0.45954037;0.45868841;0.45852016;0.45769366;0.45761603;0.45848686;0.45813624;0.45884056;0.45828028;0.45645672;0.45694295;0.45558957;0.45537269;0.45448653;0.45425053;0.45379500;0.45285774;0.45213628;0.45055651;0.44982682;0.44773387;0.44484697;0.43986098;0.43435480;0.42614245;0.41907620;0.41077008;0.39951083;0.38912464;0.37632275;0.36042669;0.34484500;0.33125121;0.32256155;0.31721916;0.31471964;0.31473735;0.31315765;0.31568977;0.31540264;0.31873699;0.32471012;0.33014375;0.33609806;0.34413001;0.35295724;0.36022296;0.33297288
