;Variety;Sugar content (g/l);x.397.32;x.400.2;x.403.09;x.405.97;x.408.85;x.411.74;x.414.63;x.417.52;x.420.4;x.423.29;x.426.19;x.429.08;x.431.97;x.434.87;x.437.76;x.440.66;x.443.56;x.446.45;x.449.35;x.452.25;x.455.16;x.458.06;x.460.96;x.463.87;x.466.77;x.469.68;x.472.59;x.475.5;x.478.41;x.481.32;x.484.23;x.487.14;x.490.06;x.492.97;x.495.89;x.498.8;x.501.72;x.504.64;x.507.56;x.510.48;x.513.4;x.516.33;x.519.25;x.522.18;x.525.1;x.528.03;x.530.96;x.533.89;x.536.82;x.539.75;x.542.68;x.545.62;x.548.55;x.551.49;x.554.43;x.557.36;x.560.3;x.563.24;x.566.18;x.569.12;x.572.07;x.575.01;x.577.96;x.580.9;x.583.85;x.586.8;x.589.75;x.592.7;x.595.65;x.598.6;x.601.55;x.604.51;x.607.46;x.610.42;x.613.38;x.616.34;x.619.3;x.622.26;x.625.22;x.628.18;x.631.15;x.634.11;x.637.08;x.640.04;x.643.01;x.645.98;x.648.95;x.651.92;x.654.89;x.657.87;x.660.84;x.663.81;x.666.79;x.669.77;x.672.75;x.675.73;x.678.71;x.681.69;x.684.67;x.687.65;x.690.64;x.693.62;x.696.61;x.699.6;x.702.58;x.705.57;x.708.57;x.711.56;x.714.55;x.717.54;x.720.54;x.723.53;x.726.53;x.729.53;x.732.53;x.735.53;x.738.53;x.741.53;x.744.53;x.747.54;x.750.54;x.753.55;x.756.56;x.759.56;x.762.57;x.765.58;x.768.6;x.771.61;x.774.62;x.777.64;x.780.65;x.783.67;x.786.68;x.789.7;x.792.72;x.795.74;x.798.77;x.801.79;x.804.81;x.807.84;x.810.86;x.813.89;x.816.92;x.819.95;x.822.98;x.826.01;x.829.04;x.832.07;x.835.11;x.838.14;x.841.18;x.844.22;x.847.25;x.850.29;x.853.33;x.856.37;x.859.42;x.862.46;x.865.5;x.868.55;x.871.6;x.874.64;x.877.69;x.880.74;x.883.79;x.886.84;x.889.9;x.892.95;x.896.01;x.899.06;x.902.12;x.905.18;x.908.24;x.911.3;x.914.36;x.917.42;x.920.48;x.923.55;x.926.61;x.929.68;x.932.74;x.935.81;x.938.88;x.941.95;x.945.02;x.948.1;x.951.17;x.954.24;x.957.32;x.960.4;x.963.47;x.966.55;x.969.63;x.972.71;x.975.79;x.978.88;x.981.96;x.985.05;x.988.13;x.991.22;x.994.31;x.997.4;x.1000.4;x.1003.5
147;MAUZAC;161.568;0.15473228;0.13201455;0.11808734;0.10810129;0.10017165;0.09304479;0.08698872;0.08081291;0.07742169;0.07376086;0.07048631;0.06778937;0.06590056;0.06419976;0.06280754;0.06167268;0.06163565;0.06189976;0.06240602;0.06345946;0.06330563;0.06316822;0.06244071;0.06162738;0.06084849;0.05991482;0.05922904;0.05895393;0.05865081;0.05840500;0.05832771;0.05835272;0.05897129;0.06012171;0.06218546;0.06480548;0.06857642;0.07306473;0.07853922;0.08481156;0.09200280;0.09930182;0.10694916;0.11426055;0.12084190;0.12622868;0.13075349;0.13397391;0.13636818;0.13836670;0.14038355;0.14217585;0.14356262;0.14459046;0.14548006;0.14536130;0.14507158;0.14380348;0.14209402;0.13951005;0.13713564;0.13450240;0.13256940;0.13062356;0.12941785;0.12789285;0.12705550;0.12645891;0.12635005;0.12616688;0.12617695;0.12566332;0.12469591;0.12347399;0.12184853;0.11999650;0.11899679;0.11845785;0.11881191;0.11919659;0.11967432;0.11825802;0.11516597;0.10953153;0.10336169;0.09720697;0.09317773;0.09077313;0.08886211;0.08530316;0.08014149;0.07473858;0.07090053;0.06909932;0.06974037;0.07219768;0.07762580;0.08716981;0.10349468;0.12748250;0.15856638;0.19278509;0.22577813;0.25426512;0.27879019;0.29922864;0.31598452;0.33030628;0.34400706;0.35540924;0.36649745;0.37592323;0.38439944;0.39069443;0.39836305;0.40375297;0.40928083;0.41428718;0.41940125;0.42333995;0.42701622;0.43079535;0.43539907;0.43827911;0.43815872;0.44076924;0.44344319;0.44503339;0.44780087;0.45083432;0.45332160;0.45628277;0.45843531;0.46124792;0.46511389;0.46724850;0.47169536;0.47446370;0.47769723;0.48074425;0.48256290;0.48473711;0.48759332;0.48842573;0.48928930;0.48997762;0.48959512;0.48962069;0.48908646;0.49022217;0.49189752;0.49375302;0.49677318;0.50162575;0.50487345;0.50532093;0.50613721;0.50528235;0.50432333;0.50427356;0.50323261;0.50487288;0.50440911;0.50346794;0.50348377;0.50214673;0.50265796;0.50182919;0.50000793;0.50060668;0.50077095;0.49934568;0.49766790;0.49840898;0.49726310;0.49665109;0.49451048;0.48969659;0.48800133;0.48164285;0.47461289;0.46725285;0.45558147;0.44515704;0.43336607;0.41928241;0.40467356;0.38477060;0.37322812;0.36029675;0.35726167;0.35451988;0.35327729;0.35100215;0.35320159;0.35396259;0.35393781;0.35858360;0.36761923;0.37244437;0.37911661;0.38853035;0.39803646;0.36991923
148;MAUZAC;146.421;0.14598952;0.12579748;0.11309315;0.10250838;0.09427169;0.08813277;0.08165014;0.07737315;0.07239004;0.06872375;0.06603349;0.06329913;0.06069112;0.05962494;0.05832733;0.05723593;0.05694996;0.05761033;0.05805319;0.05853044;0.05868695;0.05846381;0.05773576;0.05697855;0.05623145;0.05538066;0.05481589;0.05431494;0.05380375;0.05368307;0.05361473;0.05347988;0.05427683;0.05531262;0.05739518;0.06006417;0.06412332;0.06904616;0.07496964;0.08204404;0.09018579;0.09883588;0.10802570;0.11684381;0.12494061;0.13169200;0.13730709;0.14149855;0.14458803;0.14707835;0.14958681;0.15096416;0.15211852;0.15258820;0.15281309;0.15180731;0.15054025;0.14847979;0.14594511;0.14236508;0.13877107;0.13496892;0.13210121;0.12926007;0.12717619;0.12502835;0.12359605;0.12268317;0.12220192;0.12164175;0.12132268;0.12033381;0.11905565;0.11728196;0.11511652;0.11258325;0.11101352;0.10983249;0.10970397;0.10982387;0.10998984;0.10842447;0.10518624;0.09983617;0.09361800;0.08738274;0.08340723;0.08084923;0.07909406;0.07570648;0.07108607;0.06649860;0.06358946;0.06228754;0.06328713;0.06629840;0.07139579;0.07976049;0.09359008;0.11370501;0.14109469;0.17277818;0.20446124;0.23259897;0.25738029;0.27829338;0.29628033;0.31115088;0.32609453;0.33901361;0.35112906;0.36101733;0.37051642;0.37717731;0.38472690;0.38992437;0.39544239;0.40018925;0.40413685;0.40793730;0.41079605;0.41442545;0.41801134;0.41976631;0.41884493;0.42079319;0.42202739;0.42265480;0.42480238;0.42703089;0.42894565;0.43140376;0.43259305;0.43458394;0.43747095;0.43936760;0.44290246;0.44484563;0.44736654;0.44937009;0.45100540;0.45217849;0.45420191;0.45429696;0.45494046;0.45468550;0.45335269;0.45220459;0.45178261;0.45216630;0.45291827;0.45388963;0.45586456;0.46065057;0.46277898;0.46360150;0.46363167;0.46198949;0.46061591;0.46014995;0.45962188;0.45941414;0.45976668;0.45746229;0.45881866;0.45727401;0.45587481;0.45589535;0.45359515;0.45364541;0.45305367;0.45322683;0.45275914;0.45079964;0.44901991;0.44799646;0.44721735;0.44192729;0.43959993;0.43211872;0.42461397;0.41575366;0.40482369;0.39646376;0.38462870;0.36981343;0.35350098;0.33745756;0.32381723;0.31741229;0.31113934;0.30650720;0.30831886;0.30880553;0.30842742;0.31051761;0.31397171;0.31846965;0.32019520;0.33061706;0.33693245;0.34532624;0.35533475;0.33247512
149;MAUZAC;146.421;0.14924490;0.12648309;0.11299282;0.10275639;0.09507532;0.08750780;0.08111327;0.07630432;0.07194657;0.06817564;0.06527493;0.06242188;0.06006612;0.05894473;0.05738587;0.05638493;0.05617502;0.05674681;0.05704188;0.05756767;0.05796866;0.05757673;0.05699679;0.05621217;0.05540387;0.05446157;0.05384018;0.05334301;0.05307808;0.05275375;0.05258025;0.05271351;0.05312070;0.05461583;0.05659800;0.05940336;0.06335650;0.06813671;0.07433944;0.08122753;0.08929438;0.09770538;0.10690213;0.11548189;0.12353375;0.13005332;0.13537454;0.13939675;0.14233250;0.14458008;0.14679883;0.14821048;0.14925793;0.14985907;0.15014177;0.14930618;0.14803005;0.14613393;0.14357692;0.14020807;0.13664512;0.13309434;0.13029795;0.12752381;0.12562459;0.12364982;0.12222107;0.12141942;0.12090655;0.12038615;0.12015107;0.11939357;0.11820717;0.11651298;0.11433661;0.11187325;0.11047572;0.10951274;0.10952300;0.10962384;0.10987419;0.10841833;0.10534480;0.09979243;0.09373622;0.08774931;0.08358852;0.08127258;0.07949356;0.07630733;0.07190897;0.06745446;0.06465305;0.06373639;0.06502424;0.06820559;0.07383172;0.08278493;0.09705960;0.11783279;0.14605588;0.17815815;0.21043255;0.23872933;0.26357892;0.28479874;0.30253539;0.31777112;0.33242615;0.34554464;0.35735196;0.36771354;0.37766039;0.38517920;0.39264744;0.39892395;0.40458559;0.40989029;0.41479375;0.41876603;0.42203134;0.42632358;0.42972409;0.43199706;0.43155942;0.43448009;0.43612339;0.43798380;0.44054218;0.44295850;0.44529417;0.44836277;0.45027258;0.45286730;0.45663212;0.45831418;0.46246658;0.46513747;0.46812405;0.47154463;0.47379105;0.47510870;0.47758303;0.47913580;0.47949852;0.48070029;0.47911820;0.47953131;0.47891714;0.47883917;0.48128324;0.48292388;0.48546272;0.49081789;0.49318506;0.49318365;0.49334595;0.49239493;0.49293912;0.49208047;0.49319831;0.49317616;0.49273240;0.49211297;0.49301444;0.49303406;0.49197335;0.49251545;0.49044276;0.49129521;0.49098242;0.48961709;0.48986326;0.48940074;0.48752849;0.48682953;0.48399253;0.48106409;0.47622688;0.46895385;0.46125567;0.45277135;0.44253426;0.43117123;0.41961899;0.40458824;0.38913885;0.37198465;0.35643564;0.34740270;0.34070289;0.34032502;0.33984785;0.33755181;0.33921977;0.34035469;0.34466653;0.35095738;0.35370562;0.36327276;0.37097804;0.37921445;0.39071701;0.35858850
150;MAUZAC;156.519;0.15074143;0.12829826;0.11411181;0.10450339;0.09555295;0.09001092;0.08283064;0.07833781;0.07466458;0.07061380;0.06783257;0.06444698;0.06240649;0.06050172;0.05934782;0.05886058;0.05860712;0.05908339;0.05926310;0.05988399;0.05999726;0.05991620;0.05924062;0.05864934;0.05767813;0.05681095;0.05633046;0.05566654;0.05547559;0.05526013;0.05493985;0.05507577;0.05579211;0.05696920;0.05893702;0.06182150;0.06606671;0.07104716;0.07749755;0.08477833;0.09318606;0.10215535;0.11171937;0.12078526;0.12913487;0.13600404;0.14175427;0.14594022;0.14936470;0.15176559;0.15395640;0.15524133;0.15625017;0.15678273;0.15692116;0.15581764;0.15451959;0.15237339;0.14970337;0.14609308;0.14238648;0.13856065;0.13543145;0.13264158;0.13062148;0.12843620;0.12682261;0.12580480;0.12540295;0.12483448;0.12448701;0.12378574;0.12246427;0.12061735;0.11833794;0.11599049;0.11432804;0.11333039;0.11318128;0.11326595;0.11344317;0.11180200;0.10856023;0.10288985;0.09657378;0.09020941;0.08586164;0.08330647;0.08149768;0.07821522;0.07362788;0.06881156;0.06587899;0.06468500;0.06601961;0.06921457;0.07481658;0.08349506;0.09781193;0.11868903;0.14673026;0.17866914;0.21074932;0.23876267;0.26366114;0.28460487;0.30188150;0.31669404;0.33136615;0.34341819;0.35542561;0.36551693;0.37412665;0.38109457;0.38845699;0.39366918;0.39937918;0.40384100;0.40803039;0.41186059;0.41443147;0.41834297;0.42166763;0.42330487;0.42248621;0.42446611;0.42614875;0.42609813;0.42923224;0.43127183;0.43316192;0.43516868;0.43678422;0.43909236;0.44150567;0.44361948;0.44725977;0.44878958;0.45196318;0.45412199;0.45533089;0.45704087;0.45829577;0.45941915;0.45968434;0.45924166;0.45820197;0.45651346;0.45619149;0.45575109;0.45760600;0.45887400;0.46142837;0.46544392;0.46783724;0.46883010;0.46899574;0.46663455;0.46640677;0.46536848;0.46511823;0.46479519;0.46399793;0.46459487;0.46354243;0.46195021;0.46252226;0.46149637;0.46080114;0.45916185;0.45903724;0.45775049;0.45774938;0.45567749;0.45383551;0.45327362;0.45026461;0.44746010;0.44293182;0.43632751;0.43071705;0.42081641;0.41176786;0.40089014;0.39029155;0.37527257;0.36037203;0.34280795;0.32854228;0.31962015;0.31660471;0.31342358;0.31298715;0.31228611;0.31472184;0.31642020;0.32065024;0.32581170;0.32870198;0.33240722;0.34544620;0.35606493;0.36541555;0.34350575
151;MAUZAC;156.519;0.15293565;0.13370719;0.11901803;0.10778187;0.09862525;0.09236627;0.08686449;0.08193111;0.07774453;0.07302891;0.07001690;0.06719900;0.06513127;0.06373712;0.06242578;0.06137601;0.06121944;0.06159426;0.06234421;0.06293285;0.06312167;0.06275968;0.06243518;0.06161338;0.06058746;0.05958428;0.05915975;0.05854222;0.05816766;0.05792750;0.05785550;0.05787976;0.05855996;0.05983395;0.06196210;0.06468621;0.06885391;0.07368996;0.07982042;0.08701254;0.09527468;0.10376808;0.11300041;0.12169418;0.12958079;0.13611674;0.14151882;0.14550584;0.14862950;0.15106420;0.15341792;0.15498349;0.15603769;0.15648984;0.15697702;0.15604823;0.15502370;0.15306793;0.15076512;0.14751132;0.14414440;0.14067051;0.13791826;0.13526987;0.13341849;0.13139000;0.13016938;0.12929356;0.12897415;0.12855228;0.12834502;0.12777126;0.12645371;0.12491309;0.12288360;0.12038778;0.11899795;0.11816428;0.11819662;0.11844808;0.11882937;0.11741427;0.11411156;0.10848905;0.10235324;0.09609840;0.09193953;0.08936008;0.08733683;0.08386821;0.07910523;0.07405270;0.07083973;0.06961361;0.07040277;0.07336788;0.07864619;0.08747567;0.10213316;0.12379140;0.15266230;0.18562326;0.21820661;0.24722412;0.27235304;0.29382029;0.31163955;0.32658281;0.34108913;0.35400171;0.36590454;0.37574551;0.38546837;0.39243204;0.40018432;0.40600922;0.41178985;0.41722058;0.42176987;0.42595064;0.42944838;0.43407023;0.43819950;0.44015773;0.43996490;0.44286934;0.44535036;0.44681010;0.44970006;0.45218019;0.45480967;0.45723522;0.45996974;0.46211272;0.46558974;0.46830317;0.47260207;0.47461749;0.47830118;0.48028726;0.48258343;0.48450525;0.48706833;0.48855489;0.48849479;0.48933828;0.48860174;0.48812050;0.48739292;0.48833976;0.49078520;0.49155037;0.49417593;0.49962714;0.50222165;0.50286354;0.50200845;0.50140600;0.50187869;0.50098418;0.50107997;0.50242787;0.50170640;0.50120060;0.50191545;0.50066721;0.50107615;0.49995191;0.49964602;0.49819779;0.49804649;0.49643900;0.49664692;0.49659560;0.49472401;0.49387754;0.49292157;0.48764018;0.48548028;0.47803755;0.46917893;0.45835122;0.44942937;0.44071462;0.42788866;0.41092490;0.39489637;0.37652686;0.36420085;0.35277077;0.34889385;0.34550527;0.34492152;0.34331192;0.34510861;0.34656069;0.35093933;0.35667369;0.35998516;0.37061080;0.37877483;0.38626731;0.39434518;0.36508309
152;MAUZAC;159.885;0.14700218;0.12810941;0.11218039;0.10302060;0.09594409;0.08837343;0.08274026;0.07770908;0.07345166;0.06957964;0.06682960;0.06385940;0.06197149;0.06027732;0.05919453;0.05830507;0.05801507;0.05811700;0.05882137;0.05910253;0.05939985;0.05890438;0.05856619;0.05782963;0.05680285;0.05612696;0.05543014;0.05495794;0.05476644;0.05449699;0.05417818;0.05443744;0.05500984;0.05619001;0.05819759;0.06092274;0.06444902;0.06909064;0.07463114;0.08112792;0.08851774;0.09647664;0.10468418;0.11280874;0.12010981;0.12608801;0.13110539;0.13468485;0.13772020;0.13985125;0.14213021;0.14381110;0.14528874;0.14607225;0.14675506;0.14616566;0.14559985;0.14396971;0.14204360;0.13920528;0.13623156;0.13319799;0.13078782;0.12868191;0.12710742;0.12533688;0.12416278;0.12344773;0.12311742;0.12270162;0.12257137;0.12174922;0.12074132;0.11918928;0.11720549;0.11511721;0.11381824;0.11305504;0.11326987;0.11350698;0.11378750;0.11238919;0.10922206;0.10387869;0.09769200;0.09156217;0.08746499;0.08492253;0.08309012;0.07944790;0.07456277;0.06959156;0.06628852;0.06501027;0.06589196;0.06895672;0.07428440;0.08321723;0.09804697;0.11991264;0.14867794;0.18105500;0.21279806;0.24069792;0.26520424;0.28550022;0.30270226;0.31715616;0.33076414;0.34265549;0.35381838;0.36281404;0.37195866;0.37847685;0.38522815;0.39037614;0.39560646;0.40023621;0.40447318;0.40783598;0.41079600;0.41494756;0.41816879;0.41992499;0.41944456;0.42139973;0.42320354;0.42372767;0.42706213;0.42913758;0.43105784;0.43304306;0.43484999;0.43704910;0.43997100;0.44198464;0.44543288;0.44763164;0.44998806;0.45210696;0.45367269;0.45502687;0.45690566;0.45760305;0.45842056;0.45822795;0.45679071;0.45596059;0.45507000;0.45527839;0.45688896;0.45800208;0.45974406;0.46449841;0.46753615;0.46691843;0.46766534;0.46502031;0.46450758;0.46424290;0.46386377;0.46449540;0.46352437;0.46228019;0.46367405;0.46212608;0.46051807;0.46016359;0.45763548;0.45721784;0.45689258;0.45661827;0.45609724;0.45531519;0.45364216;0.45210597;0.44931173;0.44628928;0.44126924;0.43640074;0.42829230;0.42058305;0.41154396;0.40009725;0.38913091;0.37535373;0.36063345;0.34361922;0.33233446;0.32318802;0.31793891;0.31363529;0.31240345;0.31431083;0.31545385;0.31572173;0.31907578;0.32524268;0.32825202;0.33684368;0.34355541;0.35388748;0.36174288;0.34121534
153;MAUZAC;159.885;0.15539481;0.13459037;0.12011997;0.11017537;0.10221412;0.09455139;0.08843550;0.08279667;0.07839743;0.07512951;0.07156366;0.06859298;0.06592276;0.06470072;0.06338674;0.06234289;0.06256876;0.06255288;0.06298863;0.06361117;0.06384187;0.06335422;0.06278672;0.06190139;0.06104496;0.06015247;0.05949587;0.05885087;0.05866163;0.05827882;0.05814412;0.05812542;0.05882616;0.05991938;0.06198270;0.06464260;0.06841961;0.07315972;0.07908269;0.08575761;0.09358172;0.10183767;0.11050624;0.11878666;0.12628051;0.13261250;0.13778206;0.14160378;0.14467098;0.14690422;0.14930089;0.15096770;0.15218198;0.15288143;0.15345669;0.15286680;0.15208390;0.15034259;0.14830090;0.14531191;0.14214108;0.13888791;0.13650516;0.13402838;0.13226988;0.13048571;0.12933650;0.12857864;0.12839045;0.12795301;0.12781971;0.12711758;0.12596985;0.12439258;0.12254357;0.12006953;0.11890990;0.11809338;0.11836039;0.11868377;0.11904057;0.11760142;0.11444389;0.10886997;0.10265536;0.09646028;0.09220802;0.08958104;0.08764658;0.08397885;0.07898404;0.07380774;0.07036691;0.06881639;0.06959556;0.07240278;0.07769825;0.08685871;0.10204883;0.12449995;0.15441120;0.18817504;0.22162451;0.25095975;0.27646787;0.29814477;0.31626580;0.33134814;0.34567321;0.35792758;0.37022029;0.38024177;0.38937998;0.39685520;0.40446926;0.41006249;0.41558146;0.42173077;0.42620316;0.43057189;0.43428131;0.43857841;0.44237649;0.44464187;0.44438175;0.44816268;0.45000246;0.45268330;0.45551509;0.45733240;0.46044251;0.46273568;0.46524459;0.46720095;0.47116250;0.47354671;0.47754847;0.47989534;0.48334655;0.48669459;0.48845589;0.49032490;0.49333661;0.49450431;0.49464951;0.49447248;0.49413027;0.49439971;0.49313886;0.49452526;0.49540966;0.49769723;0.50099148;0.50514756;0.50847131;0.50911884;0.50901065;0.50738581;0.50674589;0.50760008;0.50684700;0.50738546;0.50754876;0.50721719;0.50561013;0.50501447;0.50587343;0.50539387;0.50374537;0.50282538;0.50366650;0.50063967;0.50144468;0.50003618;0.49875452;0.49864324;0.49446386;0.49241118;0.48791115;0.48118777;0.47432562;0.46351442;0.45398296;0.44402517;0.43015297;0.41505881;0.39808149;0.38034843;0.36509325;0.35610511;0.35191895;0.34740644;0.34737934;0.34551947;0.34388596;0.34623180;0.35035441;0.35744645;0.36105226;0.36557078;0.37905988;0.38854261;0.39253160;0.36920087
154;MAUZAC;171.666;0.13766581;0.11922025;0.10729174;0.09592239;0.08992244;0.08341184;0.07853463;0.07412590;0.07008350;0.06674012;0.06315655;0.06029639;0.05919319;0.05787493;0.05688653;0.05595345;0.05578263;0.05632963;0.05681364;0.05741816;0.05721570;0.05733611;0.05674757;0.05590540;0.05519931;0.05444761;0.05392442;0.05358671;0.05337426;0.05315750;0.05295649;0.05300185;0.05377082;0.05503073;0.05705369;0.05969483;0.06357109;0.06803838;0.07376457;0.08028571;0.08765819;0.09553334;0.10374529;0.11150329;0.11870206;0.12453831;0.12939245;0.13288763;0.13560600;0.13766822;0.13982269;0.14141049;0.14295133;0.14389085;0.14461891;0.14419978;0.14350001;0.14195627;0.14011987;0.13723976;0.13430660;0.13137800;0.12911562;0.12680455;0.12513416;0.12344299;0.12219837;0.12157284;0.12134764;0.12096662;0.12072853;0.11989919;0.11876863;0.11713538;0.11520692;0.11311097;0.11213719;0.11123395;0.11141996;0.11152699;0.11191818;0.11040835;0.10732280;0.10188395;0.09569865;0.08975588;0.08569624;0.08319303;0.08127866;0.07784341;0.07307575;0.06796206;0.06473876;0.06344019;0.06443616;0.06741349;0.07259820;0.08132173;0.09612622;0.11775386;0.14612145;0.17811313;0.20971560;0.23691682;0.26092907;0.28083245;0.29747054;0.31140523;0.32480593;0.33597171;0.34718859;0.35600659;0.36421253;0.37050382;0.37737325;0.38201524;0.38722125;0.39176136;0.39561228;0.39896806;0.40181116;0.40552949;0.40884226;0.41108311;0.40992375;0.41261560;0.41409072;0.41485870;0.41754638;0.41912399;0.42130334;0.42316014;0.42527739;0.42729915;0.42965416;0.43193423;0.43502906;0.43690741;0.43947788;0.44199078;0.44289565;0.44427685;0.44603734;0.44611455;0.44716236;0.44690751;0.44583050;0.44501535;0.44481727;0.44519574;0.44600874;0.44730437;0.45009002;0.45379222;0.45627636;0.45712701;0.45692842;0.45573497;0.45447495;0.45389337;0.45332751;0.45315918;0.45344975;0.45284615;0.45280340;0.45099823;0.44990240;0.44967238;0.44893171;0.44725419;0.44733287;0.44543091;0.44524314;0.44468528;0.44342136;0.44187069;0.43995389;0.43705191;0.43468031;0.42757786;0.42085998;0.41352841;0.40158214;0.39419060;0.38432362;0.37052861;0.35407527;0.33872096;0.32718870;0.31819375;0.31319022;0.30948392;0.30884939;0.30649841;0.30721709;0.30986610;0.31266189;0.31763642;0.32107883;0.32995661;0.33727451;0.34333855;0.35490857;0.32962947
155;MAUZAC;171.666;0.15845223;0.13488289;0.12002738;0.10929966;0.10121909;0.09346876;0.08806147;0.08272876;0.07881920;0.07415886;0.07098292;0.06790040;0.06593888;0.06442814;0.06283888;0.06177591;0.06160680;0.06226953;0.06244496;0.06298932;0.06296833;0.06280967;0.06220747;0.06123916;0.06054145;0.05958746;0.05906080;0.05831798;0.05812069;0.05768421;0.05741318;0.05757188;0.05828469;0.05951656;0.06155423;0.06417875;0.06799714;0.07247223;0.07799832;0.08441421;0.09164243;0.09923919;0.10705881;0.11474160;0.12143921;0.12711839;0.13161417;0.13482589;0.13746387;0.13956147;0.14179342;0.14355996;0.14492063;0.14576803;0.14677296;0.14637333;0.14589428;0.14459514;0.14304563;0.14044816;0.13790198;0.13527030;0.13342950;0.13133505;0.12999792;0.12839089;0.12726360;0.12671169;0.12650516;0.12618892;0.12597339;0.12538247;0.12427358;0.12301962;0.12119782;0.11924751;0.11812020;0.11767355;0.11813395;0.11842302;0.11871081;0.11731283;0.11426805;0.10867465;0.10246290;0.09627027;0.09214400;0.08971141;0.08764114;0.08389545;0.07878053;0.07346922;0.06997818;0.06846665;0.06925015;0.07206464;0.07742219;0.08679826;0.10224538;0.12527595;0.15511146;0.18808698;0.22019792;0.24781946;0.27218089;0.29207602;0.30911681;0.32296396;0.33628141;0.34751887;0.35840999;0.36728306;0.37550587;0.38192567;0.38887854;0.39439950;0.39985737;0.40507443;0.40928900;0.41292081;0.41646476;0.42055326;0.42437406;0.42633546;0.42612000;0.42890003;0.43165668;0.43350506;0.43648539;0.43806444;0.44123814;0.44389671;0.44610486;0.44788702;0.45195103;0.45474327;0.45809346;0.46098326;0.46342926;0.46572712;0.46812719;0.46984291;0.47256751;0.47308738;0.47406579;0.47393666;0.47298572;0.47414271;0.47290510;0.47369400;0.47559880;0.47693494;0.48002729;0.48391556;0.48802901;0.48847324;0.48818311;0.48700537;0.48670432;0.48635898;0.48715179;0.48671122;0.48685209;0.48685389;0.48665789;0.48601542;0.48570104;0.48493967;0.48528649;0.48468262;0.48373101;0.48292916;0.48164103;0.48053875;0.47977832;0.48008108;0.47826504;0.47383246;0.47017995;0.46376091;0.45510400;0.44804600;0.43714824;0.42795693;0.41736868;0.40158597;0.38794483;0.37086768;0.35687398;0.34552716;0.34427915;0.34058718;0.33619382;0.33462079;0.33801408;0.34170312;0.34045849;0.34677652;0.35238568;0.36067227;0.36991316;0.38003669;0.39099374;0.36246315
156;MAUZAC;186.813;0.14443610;0.12461085;0.11123335;0.10143377;0.09457071;0.08664373;0.08091372;0.07720370;0.07297496;0.06951496;0.06664345;0.06351693;0.06184975;0.06029800;0.05929207;0.05861493;0.05819323;0.05869421;0.05937669;0.05993471;0.06012164;0.05974056;0.05934705;0.05859013;0.05758004;0.05697370;0.05648693;0.05589128;0.05547167;0.05541131;0.05529103;0.05529680;0.05597581;0.05723514;0.05917073;0.06185642;0.06571549;0.07053921;0.07661617;0.08319686;0.09092202;0.09882876;0.10732217;0.11558093;0.12280110;0.12901134;0.13397362;0.13773776;0.14066226;0.14284686;0.14504226;0.14679010;0.14794449;0.14882979;0.14934651;0.14886696;0.14776840;0.14618951;0.14418294;0.14125415;0.13803558;0.13473115;0.13239599;0.13015285;0.12837460;0.12644042;0.12517489;0.12435535;0.12417510;0.12373810;0.12347599;0.12260660;0.12147970;0.11974468;0.11788991;0.11564384;0.11435590;0.11341475;0.11360734;0.11366060;0.11392139;0.11239390;0.10929630;0.10389838;0.09772302;0.09163294;0.08737406;0.08471112;0.08267399;0.07907430;0.07416225;0.06907266;0.06560984;0.06388170;0.06418100;0.06630498;0.07047738;0.07806196;0.09166382;0.11251778;0.14065835;0.17268937;0.20475182;0.23286627;0.25726141;0.27792721;0.29511065;0.30963057;0.32334264;0.33499593;0.34630536;0.35559693;0.36381471;0.37001486;0.37681383;0.38210931;0.38682672;0.39164066;0.39599807;0.39982298;0.40317893;0.40711153;0.41134792;0.41339219;0.41308357;0.41554599;0.41788811;0.41945902;0.42204828;0.42410258;0.42689394;0.42973966;0.43132904;0.43320964;0.43634668;0.43859671;0.44178721;0.44409996;0.44726867;0.44948757;0.45118808;0.45201583;0.45413819;0.45437833;0.45526387;0.45508541;0.45385089;0.45334211;0.45246082;0.45304106;0.45339735;0.45556967;0.45797580;0.46159946;0.46502043;0.46490809;0.46584025;0.46335479;0.46255518;0.46301191;0.46293081;0.46292907;0.46337751;0.46292743;0.46196888;0.46045955;0.46075944;0.46104626;0.45864648;0.45901121;0.45745545;0.45593100;0.45573002;0.45547902;0.45444117;0.45356149;0.45067905;0.44700474;0.44273660;0.43576117;0.42727396;0.42013120;0.41009915;0.40017155;0.38836435;0.37218340;0.35741698;0.34131274;0.32985052;0.31903707;0.31662614;0.31307570;0.31261606;0.31194168;0.31397184;0.31574281;0.31982141;0.32197041;0.33041165;0.33353151;0.34784235;0.35242794;0.36032995;0.34107826
